"value_numeric","value_nominal","customerid","companyname","country","balance","orderid","orderdate","requireddate","pyear","shippeddate","shipvia","freight","shipname","shipaddress","shipcity","shipregion","shippostalcode","shipcountry","unitprice","quantity","discount","productname","supplierid","categoryid","quantityperunit","p_unitprice","unitsinstock","unitsonorder","reorderlevel","discontinued"
"348","M","ANATR","Ana Trujillo Emparedados y helados","Mexico","$1,000.00",10926,"1998-03-04 00:00:00","1998-04-01","1998","1998-03-11",3,"$39.92","Ana Trujillo Emparedados y helados","Avda. de la Constitución 2222","México D.F.",NULL,"05021","Mexico","$34.80",10,"0","Mozzarella di Giovanni",14,4,"24 - 200 g pkgs.","$34.80",9,0,0,0
"405","M","LACOR","La corne d'abondance","France","$1,000.00",10927,"1998-03-05 00:00:00","1998-04-02","1998","1998-04-08",1,"$19.79","La corne d'abondance","67, avenue de l'Europe","Versailles",NULL,"78000","France","$81.00",5,"0","Sir Rodney's Marmalade",8,3,"30 gift boxes","$81.00",40,0,0,0
"35","L","LACOR","La corne d'abondance","France","$1,000.00",10927,"1998-03-05 00:00:00","1998-04-02","1998","1998-04-08",1,"$19.79","La corne d'abondance","67, avenue de l'Europe","Versailles",NULL,"78000","France","$7.00",5,"0","Filo Mix",24,5,"16 - 2 kg boxes","$7.00",38,0,25,0
"360","M","LACOR","La corne d'abondance","France","$1,000.00",10927,"1998-03-05 00:00:00","1998-04-02","1998","1998-04-08",1,"$19.79","La corne d'abondance","67, avenue de l'Europe","Versailles",NULL,"78000","France","$18.00",20,"0","Lakkalikööri",23,1,"500 ml","$18.00",57,0,20,0
"47.5","L","GALED","Galería del gastrónomo","Spain","$1,000.00",10928,"1998-03-05 00:00:00","1998-04-02","1998","1998-03-18",1,"$1.36","Galería del gastronómo","Rambla de Cataluña, 23","Barcelona",NULL,"8022","Spain","$9.50",5,"0","Zaanse koeken",22,3,"10 - 4 oz boxes","$9.50",36,0,0,0
"90","L","GALED","Galería del gastrónomo","Spain","$1,000.00",10928,"1998-03-05 00:00:00","1998-04-02","1998","1998-03-18",1,"$1.36","Galería del gastronómo","Rambla de Cataluña, 23","Barcelona",NULL,"8022","Spain","$18.00",5,"0","Lakkalikööri",23,1,"500 ml","$18.00",57,0,20,0
"600","M","FRANK","Frankenversand","Germany","$1,000.00",10929,"1998-03-05 00:00:00","1998-04-02","1998","1998-03-12",1,"$33.93","Frankenversand","Berliner Platz 43","München",NULL,"80805","Germany","$10.00",60,"0","Sir Rodney's Scones",8,3,"24 pkgs. x 4 pieces","$10.00",3,40,5,0
"379.75","M","FRANK","Frankenversand","Germany","$1,000.00",10929,"1998-03-05 00:00:00","1998-04-02","1998","1998-03-12",1,"$33.93","Frankenversand","Berliner Platz 43","München",NULL,"80805","Germany","$7.75",49,"0","Rhönbräu Klosterbier",12,1,"24 - 0.5 l bottles","$7.75",125,0,25,0
"195","L","FRANK","Frankenversand","Germany","$1,000.00",10929,"1998-03-05 00:00:00","1998-04-02","1998","1998-03-12",1,"$33.93","Frankenversand","Berliner Platz 43","München",NULL,"80805","Germany","$13.00",15,"0","Original Frankfurter grüne Soße",12,2,"12 boxes","$13.00",32,0,15,0
"360","M","SUPRD","Suprêmes délices","Belgium","$1,000.00",10930,"1998-03-06 00:00:00","1998-04-17","1998","1998-03-18",3,"$15.55","Suprêmes délices","Boulevard Tirou, 255","Charleroi",NULL,"B-6000","Belgium","$10.00",36,"0","Sir Rodney's Scones",8,3,"24 pkgs. x 4 pieces","$10.00",3,40,5,0
"1097.5","M","SUPRD","Suprêmes délices","Belgium","$1,000.00",10930,"1998-03-06 00:00:00","1998-04-17","1998","1998-03-18",3,"$15.55","Suprêmes délices","Boulevard Tirou, 255","Charleroi",NULL,"B-6000","Belgium","$43.90",25,"0","Schoggi Schokolade",11,3,"100 - 100 g pieces","$43.90",49,0,30,0
"480","M","SUPRD","Suprêmes délices","Belgium","$1,000.00",10930,"1998-03-06 00:00:00","1998-04-17","1998","1998-03-18",3,"$15.55","Suprêmes délices","Boulevard Tirou, 255","Charleroi",NULL,"B-6000","Belgium","$24.00",25,"0.2","Pâté chinois",25,6,"24 boxes x 2 pies","$24.00",115,0,20,0
"318","M","SUPRD","Suprêmes délices","Belgium","$1,000.00",10930,"1998-03-06 00:00:00","1998-04-17","1998","1998-03-18",3,"$15.55","Suprêmes délices","Boulevard Tirou, 255","Charleroi",NULL,"B-6000","Belgium","$13.25",30,"0.2","Escargots de Bourgogne",27,8,"24 pieces","$13.25",62,0,20,0
"214.2","M","RICSU","Richter Supermarkt","Switzerland","$1,000.00",10931,"1998-03-06 00:00:00","1998-03-20","1998","1998-03-19",2,"$13.60","Richter Supermarkt","Starenweg 5","Genève",NULL,"1204","Switzerland","$6.00",42,"0.15","Konbu",6,8,"2 kg box","$6.00",24,0,5,0
"585","M","RICSU","Richter Supermarkt","Switzerland","$1,000.00",10931,"1998-03-06 00:00:00","1998-03-20","1998","1998-03-19",2,"$13.60","Richter Supermarkt","Starenweg 5","Genève",NULL,"1204","Switzerland","$19.50",30,"0","Ravioli Angelo",26,5,"24 - 250 g pkgs.","$19.50",36,0,20,0
"471.15","M","BONAP","Bon app'","France","$1,000.00",10932,"1998-03-06 00:00:00","1998-04-03","1998","1998-03-24",1,"$134.64","Bon app'","12, rue des Bouchers","Marseille",NULL,"13008","France","$17.45",30,"0.1","Pavlova",7,3,"32 - 500 g boxes","$17.45",29,0,10,0
"621.18","M","BONAP","Bon app'","France","$1,000.00",10932,"1998-03-06 00:00:00","1998-04-03","1998","1998-03-24",1,"$134.64","Bon app'","12, rue des Bouchers","Marseille",NULL,"13008","France","$49.30",14,"0.1","Tarte au sucre",29,3,"48 pies","$49.30",17,0,0,0
"556.8","M","BONAP","Bon app'","France","$1,000.00",10932,"1998-03-06 00:00:00","1998-04-03","1998","1998-03-24",1,"$134.64","Bon app'","12, rue des Bouchers","Marseille",NULL,"13008","France","$34.80",16,"0","Mozzarella di Giovanni",14,4,"24 - 200 g pkgs.","$34.80",9,0,0,0
"139.5","L","BONAP","Bon app'","France","$1,000.00",10932,"1998-03-06 00:00:00","1998-04-03","1998","1998-03-24",1,"$134.64","Bon app'","12, rue des Bouchers","Marseille",NULL,"13008","France","$7.75",20,"0.1","Rhönbräu Klosterbier",12,1,"24 - 0.5 l bottles","$7.75",125,0,25,0
"65.6","L","ISLAT","Island Trading","UK","$1,000.00",10933,"1998-03-06 00:00:00","1998-04-03","1998","1998-03-16",3,"$54.15","Island Trading","Garden House Crowther Way","Cowes","Isle of Wight","PO31 7PJ","UK","$32.80",2,"0","Perth Pasties",24,6,"48 pieces","$32.80",0,0,0,1
"855","M","ISLAT","Island Trading","UK","$1,000.00",10933,"1998-03-06 00:00:00","1998-04-03","1998","1998-03-16",3,"$54.15","Island Trading","Garden House Crowther Way","Cowes","Isle of Wight","PO31 7PJ","UK","$28.50",30,"0","Sirop d'érable",29,2,"24 - 500 ml bottles","$28.50",113,0,25,0
"500","M","LEHMS","Lehmanns Marktstand","Germany","$1,000.00",10934,"1998-03-09 00:00:00","1998-04-06","1998","1998-03-12",3,"$32.01","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.",NULL,"60528","Germany","$25.00",20,"0","Grandma's Boysenberry Spread",3,2,"12 - 8 oz jars","$25.00",120,0,25,0
"378","M","WELLI","Wellington Importadora","Brazil","$1,000.00",10935,"1998-03-09 00:00:00","1998-04-06","1998","1998-03-18",3,"$47.59","Wellington Importadora","Rua do Mercado, 12","Resende","SP","08737-363","Brazil","$18.00",21,"0","Chai",1,1,"10 boxes x 20 bags","$18.00",39,0,10,0
"187.5","L","WELLI","Wellington Importadora","Brazil","$1,000.00",10935,"1998-03-09 00:00:00","1998-04-06","1998","1998-03-18",3,"$47.59","Wellington Importadora","Rua do Mercado, 12","Resende","SP","08737-363","Brazil","$62.50",4,"0.25","Carnarvon Tigers",7,8,"16 kg pkg.","$62.50",42,0,0,0
"54","L","WELLI","Wellington Importadora","Brazil","$1,000.00",10935,"1998-03-09 00:00:00","1998-04-06","1998","1998-03-18",3,"$47.59","Wellington Importadora","Rua do Mercado, 12","Resende","SP","08737-363","Brazil","$9.00",8,"0.25","Tunnbröd",9,5,"12 - 250 g pkgs.","$9.00",61,0,25,0
"456","M","GREAL","Great Lakes Food Market","USA","$1,000.00",10936,"1998-03-09 00:00:00","1998-04-06","1998","1998-03-18",2,"$33.68","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA","$19.00",30,"0.2","Inlagd Sill",17,8,"24 - 250 g  jars","$19.00",112,0,20,0
"364.8","M","CACTU","Cactus Comidas para llevar","Argentina","$1,000.00",10937,"1998-03-10 00:00:00","1998-03-24","1998","1998-03-13",3,"$31.51","Cactus Comidas para llevar","Cerrito 333","Buenos Aires",NULL,"1010","Argentina","$45.60",8,"0","Rössle Sauerkraut",12,7,"25 - 825 g cans","$45.60",26,0,0,1
"280","M","CACTU","Cactus Comidas para llevar","Argentina","$1,000.00",10937,"1998-03-10 00:00:00","1998-03-24","1998","1998-03-13",3,"$31.51","Cactus Comidas para llevar","Cerrito 333","Buenos Aires",NULL,"1010","Argentina","$14.00",20,"0","Sasquatch Ale",16,1,"24 - 12 oz bottles","$14.00",111,0,15,0
"90","L","QUICK","QUICK-Stop","Germany","$1,000.00",10938,"1998-03-10 00:00:00","1998-04-07","1998","1998-03-16",2,"$31.89","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$6.00",20,"0.25","Konbu",6,8,"2 kg box","$6.00",24,0,5,0
"828","M","QUICK","QUICK-Stop","Germany","$1,000.00",10938,"1998-03-10 00:00:00","1998-04-07","1998","1998-03-16",2,"$31.89","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$46.00",24,"0.25","Ipoh Coffee",20,1,"16 - 500 g tins","$46.00",17,10,25,0
"1249.5","H","QUICK","QUICK-Stop","Germany","$1,000.00",10938,"1998-03-10 00:00:00","1998-04-07","1998","1998-03-16",2,"$31.89","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$34.00",49,"0.25","Camembert Pierrot",28,4,"15 - 300 g rounds","$34.00",19,0,0,0
"564.38","M","QUICK","QUICK-Stop","Germany","$1,000.00",10938,"1998-03-10 00:00:00","1998-04-07","1998","1998-03-16",2,"$31.89","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$21.50",35,"0.25","Flotemysost",15,4,"10 - 500 g pkgs.","$21.50",26,0,0,0
"161.5","L","MAGAA","Magazzini Alimentari Riuniti","Italy","$1,000.00",10939,"1998-03-10 00:00:00","1998-04-07","1998","1998-03-13",2,"$76.33","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo",NULL,"24100","Italy","$19.00",10,"0.15","Chang",1,1,"24 - 12 oz bottles","$19.00",17,40,25,0
"476","M","MAGAA","Magazzini Alimentari Riuniti","Italy","$1,000.00",10939,"1998-03-10 00:00:00","1998-04-07","1998","1998-03-13",2,"$76.33","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo",NULL,"24100","Italy","$14.00",40,"0.15","Laughing Lumberjack Lager",16,1,"24 - 12 oz bottles","$14.00",52,0,10,0
"240","M","BONAP","Bon app'","France","$1,000.00",10940,"1998-03-11 00:00:00","1998-04-08","1998","1998-03-23",3,"$19.77","Bon app'","12, rue des Bouchers","Marseille",NULL,"13008","France","$30.00",8,"0","Uncle Bob's Organic Dried Pears",3,7,"12 - 1 lb pkgs.","$30.00",15,0,10,0
"120","L","BONAP","Bon app'","France","$1,000.00",10940,"1998-03-11 00:00:00","1998-04-08","1998","1998-03-23",3,"$19.77","Bon app'","12, rue des Bouchers","Marseille",NULL,"13008","France","$6.00",20,"0","Konbu",6,8,"2 kg box","$6.00",24,0,5,0
"412.5","M","SAVEA","Save-a-lot Markets","USA","$1,000.00",10941,"1998-03-11 00:00:00","1998-04-08","1998","1998-03-20",2,"$400.81","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$12.50",44,"0.25","Gorgonzola Telino",14,4,"12 - 100 g pkgs","$12.50",0,70,20,0
"1109.25","M","SAVEA","Save-a-lot Markets","USA","$1,000.00",10941,"1998-03-11 00:00:00","1998-04-08","1998","1998-03-20",2,"$400.81","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$49.30",30,"0.25","Tarte au sucre",29,3,"48 pies","$49.30",17,0,0,0
"750","M","SAVEA","Save-a-lot Markets","USA","$1,000.00",10941,"1998-03-11 00:00:00","1998-04-08","1998","1998-03-20",2,"$400.81","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$12.50",80,"0.25","Scottish Longbreads",8,3,"10 boxes x 8 pieces","$12.50",6,10,15,0
"1740","H","SAVEA","Save-a-lot Markets","USA","$1,000.00",10941,"1998-03-11 00:00:00","1998-04-08","1998","1998-03-20",2,"$400.81","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$34.80",50,"0","Mozzarella di Giovanni",14,4,"24 - 200 g pkgs.","$34.80",9,0,0,0
"560","M","REGGC","Reggiani Caseifici","Italy","$1,000.00",10942,"1998-03-11 00:00:00","1998-04-08","1998","1998-03-18",3,"$17.95","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia",NULL,"42100","Italy","$20.00",28,"0","Maxilaku",23,3,"24 - 50 g pkgs.","$20.00",10,60,15,0
"90","L","BSBEV","B's Beverages","UK","$1,000.00",10943,"1998-03-11 00:00:00","1998-04-08","1998","1998-03-19",2,"$2.17","B's Beverages","Fauntleroy Circus","London",NULL,"EC2 5NT","UK","$6.00",15,"0","Konbu",6,8,"2 kg box","$6.00",24,0,5,0
"441","M","BSBEV","B's Beverages","UK","$1,000.00",10943,"1998-03-11 00:00:00","1998-04-08","1998","1998-03-19",2,"$2.17","B's Beverages","Fauntleroy Circus","London",NULL,"EC2 5NT","UK","$21.00",21,"0","Gustaf's Knäckebröd",9,5,"24 - 500 g pkgs.","$21.00",104,0,25,0
"180","L","BSBEV","B's Beverages","UK","$1,000.00",10943,"1998-03-11 00:00:00","1998-04-08","1998","1998-03-19",2,"$2.17","B's Beverages","Fauntleroy Circus","London",NULL,"EC2 5NT","UK","$12.00",15,"0","Spegesild",21,8,"4 - 450 g glasses","$12.00",95,0,0,0
"78.75","L","BOTTM","Bottom-Dollar Markets","Canada","$1,000.00",10944,"1998-03-12 00:00:00","1998-03-26","1998","1998-03-13",3,"$52.92","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada","$21.00",5,"0.25","Queso Cabrales",5,4,"1 kg pkg.","$21.00",10,30,30,0
"262.58","M","BOTTM","Bottom-Dollar Markets","Canada","$1,000.00",10944,"1998-03-12 00:00:00","1998-03-26","1998","1998-03-13",3,"$52.92","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada","$19.45",18,"0.25","Gula Malacca",20,2,"20 - 2 kg bags","$19.45",27,0,15,0
"684","M","BOTTM","Bottom-Dollar Markets","Canada","$1,000.00",10944,"1998-03-12 00:00:00","1998-03-26","1998","1998-03-13",3,"$52.92","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada","$38.00",18,"0","Gnocchi di nonna Alice",26,5,"24 - 250 g pkgs.","$38.00",21,10,30,0
"120","L","MORGK","Morgenstern Gesundkost","Germany","$1,000.00",10945,"1998-03-12 00:00:00","1998-04-09","1998","1998-03-18",1,"$10.22","Morgenstern Gesundkost","Heerstr. 22","Leipzig",NULL,"04179","Germany","$6.00",20,"0","Konbu",6,8,"2 kg box","$6.00",24,0,5,0
"125","L","MORGK","Morgenstern Gesundkost","Germany","$1,000.00",10945,"1998-03-12 00:00:00","1998-04-09","1998","1998-03-18",1,"$10.22","Morgenstern Gesundkost","Heerstr. 22","Leipzig",NULL,"04179","Germany","$12.50",10,"0","Gorgonzola Telino",14,4,"12 - 100 g pkgs","$12.50",0,70,20,0
"775","M","VAFFE","Vaffeljernet","Denmark","$1,000.00",10946,"1998-03-12 00:00:00","1998-04-09","1998","1998-03-19",2,"$27.20","Vaffeljernet","Smagsloget 45","Århus",NULL,"8200","Denmark","$31.00",25,"0","Ikura",4,8,"12 - 200 ml jars","$31.00",23,0,0,0
"112.5","L","VAFFE","Vaffeljernet","Denmark","$1,000.00",10946,"1998-03-12 00:00:00","1998-04-09","1998","1998-03-19",2,"$27.20","Vaffeljernet","Smagsloget 45","Århus",NULL,"8200","Denmark","$4.50",25,"0","Guaraná Fantástica",10,1,"12 - 355 ml cans","$4.50",20,0,0,1
"520","M","VAFFE","Vaffeljernet","Denmark","$1,000.00",10946,"1998-03-12 00:00:00","1998-04-09","1998","1998-03-19",2,"$27.20","Vaffeljernet","Smagsloget 45","Århus",NULL,"8200","Denmark","$13.00",40,"0","Original Frankfurter grüne Soße",12,2,"12 boxes","$13.00",32,0,15,0
"220","M","BSBEV","B's Beverages","UK","$1,000.00",10947,"1998-03-13 00:00:00","1998-04-10","1998","1998-03-16",2,"$3.26","B's Beverages","Fauntleroy Circus","London",NULL,"EC2 5NT","UK","$55.00",4,"0","Raclette Courdavault",28,4,"5 kg pkg.","$55.00",79,0,0,0
"146.25","L","DOS  ","Godos Cocina Típica","Spain","$1,000.00",10948,"1998-03-13 00:00:00","1998-04-10","1998","1998-03-19",3,"$23.39","Godos Cocina Típica","C/ Romero, 33","Sevilla",NULL,"41101","Spain","$16.25",9,"0","Valkoinen suklaa",23,3,"12 - 100 g bars","$16.25",65,0,30,0
"2120","H","DOS  ","Godos Cocina Típica","Spain","$1,000.00",10948,"1998-03-13 00:00:00","1998-04-10","1998","1998-03-19",3,"$23.39","Godos Cocina Típica","C/ Romero, 33","Sevilla",NULL,"41101","Spain","$53.00",40,"0","Manjimup Dried Apples",24,7,"50 - 300 g pkgs.","$53.00",20,0,10,0
"96","L","DOS  ","Godos Cocina Típica","Spain","$1,000.00",10948,"1998-03-13 00:00:00","1998-04-10","1998","1998-03-19",3,"$23.39","Godos Cocina Típica","C/ Romero, 33","Sevilla",NULL,"41101","Spain","$24.00",4,"0","Pâté chinois",25,6,"24 boxes x 2 pies","$24.00",115,0,20,0
"300","M","BOTTM","Bottom-Dollar Markets","Canada","$1,000.00",10949,"1998-03-13 00:00:00","1998-04-10","1998","1998-03-17",3,"$74.44","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada","$25.00",12,"0","Grandma's Boysenberry Spread",3,2,"12 - 8 oz jars","$25.00",120,0,25,0
"930","M","BOTTM","Bottom-Dollar Markets","Canada","$1,000.00",10949,"1998-03-13 00:00:00","1998-04-10","1998","1998-03-17",3,"$74.44","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada","$31.00",30,"0","Ikura",4,8,"12 - 200 ml jars","$31.00",23,0,0,0
"234","M","BOTTM","Bottom-Dollar Markets","Canada","$1,000.00",10949,"1998-03-13 00:00:00","1998-04-10","1998","1998-03-17",3,"$74.44","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada","$39.00",6,"0","Alice Mutton",7,6,"20 - 1 kg tins","$39.00",0,0,0,1
"2958","H","BOTTM","Bottom-Dollar Markets","Canada","$1,000.00",10949,"1998-03-13 00:00:00","1998-04-10","1998","1998-03-17",3,"$74.44","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada","$49.30",60,"0","Tarte au sucre",29,3,"48 pies","$49.30",17,0,0,0
"110","L","MAGAA","Magazzini Alimentari Riuniti","Italy","$1,000.00",10950,"1998-03-16 00:00:00","1998-04-13","1998","1998-03-23",2,"$2.50","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo",NULL,"24100","Italy","$22.00",5,"0","Chef Anton's Cajun Seasoning",2,2,"48 - 6 oz jars","$22.00",53,0,0,0
"35.62","L","RICSU","Richter Supermarkt","Switzerland","$1,000.00",10951,"1998-03-16 00:00:00","1998-04-27","1998","1998-04-07",2,"$30.85","Richter Supermarkt","Starenweg 5","Genève",NULL,"1204","Switzerland","$2.50",15,"0.05","Geitost",15,4,"500 g","$2.50",112,0,20,0
"55","L","RICSU","Richter Supermarkt","Switzerland","$1,000.00",10951,"1998-03-16 00:00:00","1998-04-27","1998","1998-04-07",2,"$30.85","Richter Supermarkt","Starenweg 5","Genève",NULL,"1204","Switzerland","$9.65",6,"0.05","Jack's New England Clam Chowder",19,8,"12 - 12 oz cans","$9.65",85,0,10,0
"368.12","M","RICSU","Richter Supermarkt","Switzerland","$1,000.00",10951,"1998-03-16 00:00:00","1998-04-27","1998","1998-04-07",2,"$30.85","Richter Supermarkt","Starenweg 5","Genève",NULL,"1204","Switzerland","$7.75",50,"0.05","Rhönbräu Klosterbier",12,1,"24 - 0.5 l bottles","$7.75",125,0,25,0
"380","M","ALFKI","Alfreds Futterkiste","Germany","$1,000.00",10952,"1998-03-16 00:00:00","1998-04-27","1998","1998-03-24",1,"$40.42","Alfred's Futterkiste","Obere Str. 57","Berlin",NULL,"12209","Germany","$25.00",16,"0.05","Grandma's Boysenberry Spread",3,2,"12 - 8 oz jars","$25.00",120,0,25,0
"91.2","L","ALFKI","Alfreds Futterkiste","Germany","$1,000.00",10952,"1998-03-16 00:00:00","1998-04-27","1998","1998-03-24",1,"$40.42","Alfred's Futterkiste","Obere Str. 57","Berlin",NULL,"12209","Germany","$45.60",2,"0","Rössle Sauerkraut",12,7,"25 - 825 g cans","$45.60",26,0,0,1
"3847.5","H","AROUT","Around the Horn","UK","$1,000.00",10953,"1998-03-16 00:00:00","1998-03-30","1998","1998-03-25",2,"$23.72","Around the Horn","Brook Farm Stratford St. Mary","Colchester","Essex","CO7 6JX","UK","$81.00",50,"0.05","Sir Rodney's Marmalade",8,3,"30 gift boxes","$81.00",40,0,0,0
"593.75","M","AROUT","Around the Horn","UK","$1,000.00",10953,"1998-03-16 00:00:00","1998-03-30","1998","1998-03-25",2,"$23.72","Around the Horn","Brook Farm Stratford St. Mary","Colchester","Essex","CO7 6JX","UK","$12.50",50,"0.05","Gorgonzola Telino",14,4,"12 - 100 g pkgs","$12.50",0,70,20,0
"415.31","M","LINOD","LINO-Delicateses","Venezuela","$1,000.00",10954,"1998-03-17 00:00:00","1998-04-28","1998","1998-03-20",1,"$27.91","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela","$17.45",28,"0.15","Pavlova",7,3,"32 - 500 g boxes","$17.45",29,0,10,0
"265.62","M","LINOD","LINO-Delicateses","Venezuela","$1,000.00",10954,"1998-03-17 00:00:00","1998-04-28","1998","1998-03-20",1,"$27.91","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela","$12.50",25,"0.15","Gorgonzola Telino",14,4,"12 - 100 g pkgs","$12.50",0,70,20,0
"285","M","LINOD","LINO-Delicateses","Venezuela","$1,000.00",10954,"1998-03-17 00:00:00","1998-04-28","1998","1998-03-20",1,"$27.91","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela","$9.50",30,"0","Rogede sild",21,8,"1k pkg.","$9.50",5,70,15,0
"693.6","M","LINOD","LINO-Delicateses","Venezuela","$1,000.00",10954,"1998-03-17 00:00:00","1998-04-28","1998","1998-03-20",1,"$27.91","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela","$34.00",24,"0.15","Camembert Pierrot",28,4,"15 - 300 g rounds","$34.00",19,0,0,0
"74.4","L","FOLKO","Folk och fä HB","Sweden","$1,000.00",10955,"1998-03-17 00:00:00","1998-04-14","1998","1998-03-20",2,"$3.26","Folk och fä HB","Åkergatan 24","Bräcke",NULL,"S-844 67","Sweden","$7.75",12,"0.2","Rhönbräu Klosterbier",12,1,"24 - 0.5 l bottles","$7.75",125,0,25,0
"120","L","BLAUS","Blauer See Delikatessen","Germany","$1,000.00",10956,"1998-03-17 00:00:00","1998-04-28","1998","1998-03-20",2,"$44.65","Blauer See Delikatessen","Forsterstr. 57","Mannheim",NULL,"68306","Germany","$10.00",12,"0","Sir Rodney's Scones",8,3,"24 pkgs. x 4 pieces","$10.00",3,40,5,0
"133","L","BLAUS","Blauer See Delikatessen","Germany","$1,000.00",10956,"1998-03-17 00:00:00","1998-04-28","1998","1998-03-20",2,"$44.65","Blauer See Delikatessen","Forsterstr. 57","Mannheim",NULL,"68306","Germany","$9.50",14,"0","Zaanse koeken",22,3,"10 - 4 oz boxes","$9.50",36,0,0,0
"424","M","BLAUS","Blauer See Delikatessen","Germany","$1,000.00",10956,"1998-03-17 00:00:00","1998-04-28","1998","1998-03-20",2,"$44.65","Blauer See Delikatessen","Forsterstr. 57","Mannheim",NULL,"68306","Germany","$53.00",8,"0","Manjimup Dried Apples",24,7,"50 - 300 g pkgs.","$53.00",20,0,10,0
"776.7","M","HILAA","HILARION-Abastos","Venezuela","$1,000.00",10957,"1998-03-18 00:00:00","1998-04-15","1998","1998-03-27",3,"$105.36","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela","$25.89",30,"0","Nord-Ost Matjeshering",13,8,"10 - 200 g glasses","$25.89",10,0,15,0
"720","M","HILAA","HILARION-Abastos","Venezuela","$1,000.00",10957,"1998-03-18 00:00:00","1998-04-15","1998","1998-03-27",3,"$105.36","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela","$18.00",40,"0","Steeleye Stout",16,1,"24 - 12 oz bottles","$18.00",20,0,15,0
"266","M","HILAA","HILARION-Abastos","Venezuela","$1,000.00",10957,"1998-03-18 00:00:00","1998-04-15","1998","1998-03-27",3,"$105.36","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela","$33.25",8,"0","Wimmers gute Semmelknödel",12,5,"20 bags x 4 pieces","$33.25",22,80,30,0
"427","M","OCEA ","Océano Atlántico Ltda.","Argentina","$1,000.00",10958,"1998-03-18 00:00:00","1998-04-15","1998","1998-03-27",2,"$49.56","Océano Atlántico Ltda.","Ing. Gustavo Moncada 8585 Piso 20-A","Buenos Aires",NULL,"1010","Argentina","$21.35",20,"0","Chef Anton's Gumbo Mix",2,2,"36 boxes","$21.35",0,0,0,1
"180","L","OCEA ","Océano Atlántico Ltda.","Argentina","$1,000.00",10958,"1998-03-18 00:00:00","1998-04-15","1998","1998-03-27",2,"$49.56","Océano Atlántico Ltda.","Ing. Gustavo Moncada 8585 Piso 20-A","Buenos Aires",NULL,"1010","Argentina","$30.00",6,"0","Uncle Bob's Organic Dried Pears",3,7,"12 - 1 lb pkgs.","$30.00",15,0,10,0
"174","L","OCEA ","Océano Atlántico Ltda.","Argentina","$1,000.00",10958,"1998-03-18 00:00:00","1998-04-15","1998","1998-03-27",2,"$49.56","Océano Atlántico Ltda.","Ing. Gustavo Moncada 8585 Piso 20-A","Buenos Aires",NULL,"1010","Argentina","$34.80",5,"0","Mozzarella di Giovanni",14,4,"24 - 200 g pkgs.","$34.80",9,0,0,0
"131.75","L","URL  ","Gourmet Lanchonetes","Brazil","$1,000.00",10959,"1998-03-18 00:00:00","1998-04-29","1998","1998-03-23",2,"$4.98","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil","$7.75",20,"0.15","Rhönbräu Klosterbier",12,1,"24 - 0.5 l bottles","$7.75",125,0,25,0
